uid,age,savvy,qpm,error,difficulty
61,1,0.125,17.626969262972,0.25,11
63,1,0.5,15.734609585,0.375,7
64,1,0.25,52.131414607657,0.041666666666667,4
65,1,1,11.34590838179,0.29166666666667,48
68,1,0.415,28.056229359675,0.020833333333333,2
69,1,0.665,33.603640394376,0,0
70,0.66666666666667,0.375,20.242914979757,0.020833333333333,1
71,1,0.5,18.907811289539,0,0
72,1,0.375,49.80458617231,0,0
73,1,0.54,50.032138700207,0.33333333333333,24
75,1,0.54,50.257394642701,0.0625,3
76,1,0.415,455.40796963947,0.5,2
77,0.66666666666667,0.665,4.0502911146739,0.5,8
78,0.66666666666667,0.5,5.1529790660225,0.5,7
80,1,0.375,67.569152804824,0,0
81,0.66666666666667,0.25,15.026139221354,0.083333333333333,7
82,0.66666666666667,1,29.885749271016,0.0625,4
83,0.66666666666667,0.25,61.296158348409,0.083333333333333,4
84,0.33333333333333,0.25,13.436470687033,0,0
85,0.66666666666667,0.375,17.073546673623,0.041666666666667,5
86,1,0.5,30.616150019135,0.0625,5
87,1,0.375,20.091668236328,0.020833333333333,3
88,1,0.665,41.34248227154,0.020833333333333,1
89,1,0.25,26.183246358892,0.041666666666667,4
90,1,0.25,20.770379131539,0.020833333333333,1
91,0.66666666666667,0.375,16.954740262798,0.125,24
92,1,0.375,11.873987309676,0.22916666666667,14
93,1,0.665,55.596309022818,0,0
94,1,0.415,17.8650075368,0.14583333333333,19
95,1,0.375,33.935052080879,0.020833333333333,1
97,1,0.375,21.72338884866,0.25,3
98,0.66666666666667,0.25,34.026465028355,0.083333333333333,1
99,1,0.375,43.731778425656,0.25,3
100,1,0.25,10.363589256412,0.5,5
101,0.66666666666667,0.25,38.835475127766,0.020833333333333,2
103,1,0.25,29.268590127948,0,0
105,0.66666666666667,0.54,38.627127509757,0,0
106,0.33333333333333,0.375,31.03481718553,0,0
107,0.66666666666667,0.375,31.48745421746,0,0
108,0.66666666666667,0.5,219.17808219178,0.25,1
110,1,0.25,87.188181157665,0.041666666666667,5
111,1,0.54,44.464343610566,0.0625,9
112,1,0.375,34.258796659767,0,0
113,0.66666666666667,0.415,27.934044616877,0.020833333333333,2
114,1,0.375,34.003967129498,0,0
115,1,0.665,59.691593433925,0.083333333333333,9
117,1,0.415,23.908152846149,0.083333333333333,7
118,1,0.54,8.8015255977703,0.25,8
120,1,0.25,63.021072671174,0.0625,3
121,0.66666666666667,0.415,279.39464493597,0.25,1
122,1,0.54,7.8802206461781,0.5,11
123,1,0.54,15.943753979018,0,0
124,1,0.375,3.2226696909035,0,0
125,0.66666666666667,0.665,39.482342618995,0,0
129,1,0.25,60.962702679819,0,0
130,1,0.375,24.150538355751,0.083333333333333,19
132,1,0.54,22.682702076885,0.083333333333333,6
133,1,0.5,10.519779376849,0.16666666666667,11
