uid,age,savvy,qpm,error,difficulty
279,1,0.415,50.509479296375,0,4
280,0.33333333333333,0.875,58.95738518825,0.052631578947368,17
282,0.66666666666667,0.415,47.361709879167,0,1
283,1,0.25,48.615800135044,0.020833333333333,14
284,1,0.54,41.132637853949,0.043478260869565,15
285,1,0.375,14.169709520955,0.076923076923077,1
286,0.33333333333333,0.375,56.719303899452,0,1
288,1,1,57.439628557069,0,12
290,0.33333333333333,0.54,29.673590504451,0.022727272727273,26
291,0.33333333333333,0.665,33.839754661779,0,0
293,1,1,35.896924545234,0,14
295,0.33333333333333,0.415,64.109413398867,0,2
297,1,0.25,52.312236437074,0,8
299,1,0.29,18.734248734323,0.023809523809524,3
300,1,0.54,14.554628371822,0,0
301,0.66666666666667,0.25,55.576417574164,0,11
302,0.66666666666667,0.54,35.838329314426,0,0
303,1,0.665,107.21042673954,0.019607843137255,2
304,1,0.25,63.997269449837,0,6
305,1,0.375,41.35816407782,0,2
306,0.66666666666667,0.875,38.791343405472,0,11
