-Inf,0
1,0
1,4.0671e-05
2,4.0671e-05
2,4.9386e-05
3,4.9386e-05
3,7.5531e-05
4,7.5531e-05
4,8.1341e-05
5,8.1341e-05
5,0.00010749
6,0.00010749
6,0.00011911
7,0.00011911
7,0.00012492
9,0.00012492
9,0.00012782
10,0.00012782
10,0.00013363
11,0.00013363
11,0.00013654
18,0.00013654
18,0.00013944
24,0.00013944
24,0.00014235
25,0.00014235
25,0.00015106
27,0.00015106
27,0.00015687
29,0.00015687
29,0.00015978
31,0.00015978
31,0.00016268
32,0.00016268
32,0.0001743
33,0.0001743
33,0.00018302
34,0.00018302
34,0.00021207
38,0.00021207
38,0.0007495
39,0.0007495
39,0.00075531
40,0.00075531
40,0.00079598
41,0.00079598
41,0.00079889
42,0.00079889
42,0.00081051
43,0.00081051
43,0.00082503
45,0.00082503
45,0.00085118
46,0.00085118
46,0.0008628
47,0.0008628
47,0.00090928
48,0.00090928
48,0.00091219
49,0.00091219
49,0.00095286
50,0.00095286
50,0.000979
51,0.000979
51,0.0010226
52,0.0010226
52,0.0010284
53,0.0010284
53,0.0010313
54,0.0010313
54,0.0010371
56,0.0010371
56,0.0010429
57,0.0010429
57,0.0010778
58,0.0010778
58,0.0011126
59,0.0011126
59,0.0014322
60,0.0014322
60,0.0015629
61,0.0015629
61,0.0016268
63,0.0016268
63,0.0016472
64,0.0016472
64,0.001653
65,0.001653
65,0.0016588
66,0.0016588
66,0.0021759
67,0.0021759
67,0.0021904
68,0.0021904
68,0.0022049
69,0.0022049
69,0.0023037
70,0.0023037
70,0.0023967
71,0.0023967
71,0.0026872
72,0.0026872
72,0.0028557
73,0.0028557
73,0.0028673
74,0.0028673
74,0.0028789
75,0.0028789
75,0.0028818
76,0.0028818
76,0.003091
77,0.003091
77,0.003152
78,0.003152
78,0.0047323
79,0.0047323
79,0.004927
80,0.004927
80,0.0049415
81,0.0049415
81,0.0049502
82,0.0049502
82,0.0049618
83,0.0049618
83,0.0049851
84,0.0049851
84,0.004988
85,0.004988
85,0.00511
86,0.00511
86,0.0051129
87,0.0051129
87,0.0051419
88,0.0051419
88,0.0051768
89,0.0051768
89,0.0051971
90,0.0051971
90,0.0052175
91,0.0052175
91,0.0052233
92,0.0052233
92,0.0052698
93,0.0052698
93,0.0053743
94,0.0053743
94,0.0054237
95,0.0054237
95,0.0054354
96,0.0054354
96,0.0056358
97,0.0056358
97,0.0056474
98,0.0056474
98,0.0056678
99,0.0056678
99,0.0056794
100,0.0056794
100,0.0056939
101,0.0056939
101,0.0062284
102,0.0062284
102,0.0062371
103,0.0062371
103,0.0062662
104,0.0062662
104,0.0062865
105,0.0062865
105,0.0063272
106,0.0063272
106,0.0063882
107,0.0063882
107,0.0064144
108,0.0064144
108,0.0064986
109,0.0064986
109,0.0065596
110,0.0065596
110,0.0066003
111,0.0066003
111,0.0069024
112,0.0069024
112,0.007097
113,0.007097
113,0.007158
114,0.007158
114,0.0083201
115,0.0083201
115,0.0084508
116,0.0084508
116,0.0084857
117,0.0084857
117,0.0086164
118,0.0086164
118,0.0087122
119,0.0087122
119,0.008843
120,0.008843
120,0.0089098
121,0.0089098
121,0.009026
122,0.009026
122,0.009087
123,0.009087
123,0.0093368
124,0.0093368
124,0.0094182
125,0.0094182
125,0.009453
126,0.009453
126,0.010522
127,0.010522
127,0.01056
128,0.01056
128,0.010714
129,0.010714
129,0.010816
130,0.010816
130,0.011057
131,0.011057
131,0.011228
132,0.011228
132,0.011405
133,0.011405
133,0.011463
134,0.011463
134,0.011519
135,0.011519
135,0.011885
136,0.011885
136,0.01241
137,0.01241
137,0.012866
138,0.012866
138,0.013328
139,0.013328
139,0.013413
140,0.013413
140,0.013555
141,0.013555
141,0.01393
142,0.01393
142,0.014322
143,0.014322
143,0.014554
144,0.014554
144,0.014737
145,0.014737
145,0.015347
146,0.015347
