-Inf,0
1,0
1,0.00048094
2,0.00048094
2,0.00065312
3,0.00065312
3,0.00073097
4,0.00073097
4,0.00086123
5,0.00086123
5,0.0013288
6,0.0013288
6,0.0013533
7,0.0013533
7,0.0015261
8,0.0015261
8,0.0015736
9,0.0015736
9,0.001631
10,0.001631
10,0.0016529
11,0.0016529
11,0.0016775
12,0.0016775
12,0.0019926
13,0.0019926
13,0.0020257
14,0.0020257
14,0.0020714
15,0.0020714
15,0.0021048
16,0.0021048
16,0.00216
17,0.00216
17,0.0022103
18,0.0022103
18,0.0022533
19,0.0022533
19,0.0022785
20,0.0022785
20,0.0023347
21,0.0023347
21,0.0023559
22,0.0023559
22,0.0023775
23,0.0023775
23,0.0024003
24,0.0024003
24,0.0024808
25,0.0024808
25,0.0025281
26,0.0025281
26,0.0025502
27,0.0025502
27,0.0025726
28,0.0025726
28,0.0026109
29,0.0026109
29,0.0026328
30,0.0026328
30,0.0026626
31,0.0026626
31,0.0026985
32,0.0026985
32,0.002732
33,0.002732
33,0.0027533
34,0.0027533
34,0.002823
35,0.002823
35,0.0028499
36,0.0028499
36,0.0028967
37,0.0028967
37,0.0029456
38,0.0029456
38,0.0030484
39,0.0030484
39,0.0030735
40,0.0030735
40,0.0031053
41,0.0031053
41,0.0031329
42,0.0031329
42,0.0033986
43,0.0033986
43,0.003446
44,0.003446
44,0.0034723
45,0.0034723
45,0.0037528
46,0.0037528
46,0.0038395
47,0.0038395
47,0.0038631
48,0.0038631
48,0.0038899
49,0.0038899
49,0.0039162
50,0.0039162
50,0.0042266
51,0.0042266
51,0.0042544
52,0.0042544
52,0.0043348
53,0.0043348
53,0.0043578
54,0.0043578
54,0.004409
55,0.004409
55,0.004431
56,0.004431
56,0.0044925
57,0.0044925
57,0.0045241
58,0.0045241
58,0.0045719
59,0.0045719
59,0.0046155
60,0.0046155
60,0.0046855
61,0.0046855
61,0.0047069
62,0.0047069
62,0.0047353
63,0.0047353
63,0.0047548
64,0.0047548
64,0.0047792
65,0.0047792
65,0.0048016
66,0.0048016
66,0.0048276
67,0.0048276
67,0.0048442
68,0.0048442
68,0.0049038
69,0.0049038
69,0.0049765
70,0.0049765
70,0.0050642
71,0.0050642
71,0.0051384
72,0.0051384
72,0.0051909
73,0.0051909
73,0.0052143
74,0.0052143
74,0.0052553
75,0.0052553
75,0.0052739
76,0.0052739
76,0.0053332
77,0.0053332
77,0.0053599
78,0.0053599
78,0.0054189
79,0.0054189
79,0.0054454
80,0.0054454
80,0.0055712
81,0.0055712
81,0.0055928
82,0.0055928
82,0.0056186
83,0.0056186
83,0.005652
84,0.005652
84,0.0056888
85,0.0056888
85,0.0057351
86,0.0057351
86,0.0057614
87,0.0057614
87,0.0057871
88,0.0057871
88,0.0058452
89,0.0058452
89,0.0058691
90,0.0058691
90,0.0058923
91,0.0058923
91,0.0059217
92,0.0059217
92,0.005952
93,0.005952
93,0.005995
94,0.005995
94,0.0060202
95,0.0060202
95,0.0060651
96,0.0060651
96,0.0067702
97,0.0067702
97,0.0068001
98,0.0068001
98,0.0068196
99,0.0068196
99,0.0068424
100,0.0068424
100,0.0068733
101,0.0068733
101,0.0069057
102,0.0069057
102,0.0069345
103,0.0069345
103,0.0071234
104,0.0071234
104,0.0073462
105,0.0073462
105,0.007376
106,0.007376
106,0.0074041
107,0.0074041
107,0.0074276
108,0.0074276
108,0.0074608
109,0.0074608
109,0.0074902
110,0.0074902
110,0.0075147
111,0.0075147
111,0.0076525
112,0.0076525
112,0.0077297
113,0.0077297
113,0.0077578
114,0.0077578
114,0.0078542
115,0.0078542
115,0.0078991
116,0.0078991
116,0.0079343
117,0.0079343
117,0.0079591
118,0.0079591
118,0.0079813
119,0.0079813
119,0.0080094
120,0.0080094
120,0.008035
121,0.008035
121,0.0080576
122,0.0080576
122,0.0080943
123,0.0080943
123,0.008121
